category_id,duration_sec,subscriber_count,publish_hour,publish_dayofweek,publish_month,actual,predicted,probability_high,actual_label,predicted_label
28,60.0,71700000.0,16,3,1,1,1,0.7668053154154764,High Engagement,High Engagement
24,1214.0,263000.0,15,5,11,0,0,0.18252525605470818,Low Engagement,Low Engagement
10,371.0,221000.0,5,6,1,1,1,0.5313334579581455,High Engagement,High Engagement
23,244.0,11300000.0,19,2,6,1,1,0.7289220505525174,High Engagement,High Engagement
15,767.0,115000.0,17,2,9,0,0,0.2238742370302722,Low Engagement,Low Engagement
20,907.0,727000.0,8,3,10,0,0,0.3776921754720256,Low Engagement,Low Engagement
23,405.0,4170000.0,17,0,2,1,1,0.6402064927665829,High Engagement,High Engagement
20,672.0,3640000.0,20,0,11,0,0,0.41757644139390754,Low Engagement,Low Engagement
20,762.0,75200.0,17,4,3,0,0,0.34884845058026176,Low Engagement,Low Engagement
28,380.0,15400000.0,11,0,8,0,1,0.7045567513561685,Low Engagement,High Engagement
26,267.0,1310000.0,17,4,9,1,0,0.4206115557175822,High Engagement,Low Engagement
20,690.0,305000.0,14,6,6,1,0,0.3583543798591694,High Engagement,Low Engagement
15,267.0,15200000.0,17,3,8,1,1,0.6312722985629449,High Engagement,High Engagement
27,616.0,425000.0,18,0,11,0,0,0.20580693454215757,Low Engagement,Low Engagement
28,1125.0,4980000.0,15,1,4,1,1,0.591806343945191,High Engagement,High Engagement
22,10990.0,82300.0,10,3,11,1,0,0.20135339552071044,High Engagement,Low Engagement
20,363.0,19600000.0,6,4,6,0,1,0.7126537409429416,Low Engagement,High Engagement
28,947.0,16700000.0,15,5,8,1,1,0.765416856787096,High Engagement,High Engagement
25,919.0,557000.0,20,0,12,0,0,0.21542412893927212,Low Engagement,Low Engagement
22,683.0,6440000.0,20,0,7,1,1,0.7262965317960454,High Engagement,High Engagement
26,363.0,21300000.0,16,5,12,1,1,0.7719556352468984,High Engagement,High Engagement
15,249.0,14200000.0,18,1,3,1,1,0.5721169469393924,High Engagement,High Engagement
20,1671.0,21000000.0,19,5,10,0,1,0.6863229695468263,Low Engagement,High Engagement
20,510.0,86500.0,11,3,7,0,0,0.3398106297636418,Low Engagement,Low Engagement
22,321.0,738000.0,18,2,11,0,0,0.27553920530154213,Low Engagement,Low Engagement
22,1005.0,186000.0,9,5,8,1,0,0.33199890465472287,High Engagement,Low Engagement
26,1962.0,1370000.0,16,1,6,1,0,0.4022640681287399,High Engagement,Low Engagement
25,244.0,13800000.0,20,4,11,0,0,0.33238767940053127,Low Engagement,Low Engagement
15,319.0,114000.0,16,6,5,0,0,0.3126164648552818,Low Engagement,Low Engagement
23,1909.0,719000.0,17,3,3,1,1,0.5478851423293049,High Engagement,High Engagement
15,36324.0,811000.0,21,0,5,0,0,0.26814084841770613,Low Engagement,Low Engagement
27,1559.0,28800000.0,19,0,12,0,1,0.6587628043767663,Low Engagement,High Engagement
22,786.0,2820.0,1,0,12,0,0,0.3189602690939821,Low Engagement,Low Engagement
24,46.0,452000000.0,16,4,10,1,1,0.7969044055765243,High Engagement,High Engagement
17,454.0,5640.0,19,2,7,0,0,0.3288714844787868,Low Engagement,Low Engagement
22,447.0,77500.0,5,4,11,0,0,0.22910852698339487,Low Engagement,Low Engagement
28,390.0,1750000.0,14,5,7,0,0,0.4003068601396775,Low Engagement,Low Engagement
24,810.0,7960000.0,13,3,5,1,1,0.7839759979711581,High Engagement,High Engagement
24,550.0,23600000.0,16,3,7,1,1,0.8263133654162934,High Engagement,High Engagement
28,288.0,4330000.0,9,1,9,1,0,0.4755375914130413,High Engagement,Low Engagement
20,611.0,4210000.0,18,5,8,1,1,0.5638462086051661,High Engagement,High Engagement
17,1204.0,341000.0,18,6,7,0,0,0.3299851284820252,Low Engagement,Low Engagement
25,1305.0,295000.0,1,6,2,1,0,0.2693231942619083,High Engagement,Low Engagement
25,2781.0,9010000.0,22,4,3,0,0,0.4077826190784263,Low Engagement,Low Engagement
24,401.0,4880000.0,14,3,9,0,1,0.655511015047091,Low Engagement,High Engagement
1,308.0,877000.0,7,3,11,1,0,0.40455283145658394,High Engagement,Low Engagement
15,2074.0,1180000.0,19,0,8,0,0,0.24999283212477696,Low Engagement,Low Engagement
22,663.0,10200000.0,1,3,6,1,1,0.7613329444393584,High Engagement,High Engagement
23,775.0,12400000.0,20,0,4,0,1,0.7398515892851795,Low Engagement,High Engagement
23,473.0,411000.0,11,2,7,1,0,0.4375609642960243,High Engagement,Low Engagement
20,1238.0,439000.0,20,4,11,0,0,0.20715528531401736,Low Engagement,Low Engagement
28,485.0,7090000.0,12,3,3,1,1,0.5936353455954856,High Engagement,High Engagement
17,504.0,3500000.0,16,2,10,0,0,0.41714394517828907,Low Engagement,Low Engagement
23,1187.0,7150000.0,17,2,4,1,1,0.7571748653152629,High Engagement,High Engagement
23,543.0,13300000.0,12,1,8,1,1,0.6698006136710271,High Engagement,High Engagement
24,8570.0,4930000.0,22,0,12,0,0,0.49099889385499285,Low Engagement,Low Engagement
28,1790.0,1040000.0,20,2,3,0,0,0.3668238279796056,Low Engagement,Low Engagement
20,587.0,8320000.0,18,4,6,0,1,0.6936174439438638,Low Engagement,High Engagement
26,648.0,1890000.0,16,4,11,0,0,0.34545007923711984,Low Engagement,Low Engagement
25,788.0,6610000.0,22,1,2,0,0,0.28957432810904177,Low Engagement,Low Engagement
15,605.0,8270000.0,8,2,11,0,0,0.4043780385207223,Low Engagement,Low Engagement
10,1255.0,325000.0,21,0,4,1,0,0.42523047994694374,High Engagement,Low Engagement
25,791.0,19200000.0,2,1,5,0,0,0.4885246882217577,Low Engagement,Low Engagement
19,561.0,265000.0,13,0,1,0,0,0.23733780823003903,Low Engagement,Low Engagement
27,307.0,22200000.0,16,1,2,1,1,0.7450501008301263,High Engagement,High Engagement
22,1418.0,141000.0,14,5,12,1,0,0.28078639067583455,High Engagement,Low Engagement
15,1390.0,2480000.0,17,4,8,0,0,0.3458903719461235,Low Engagement,Low Engagement
24,854.0,62700000.0,12,5,10,1,1,0.79716461831703,High Engagement,High Engagement
17,6042.0,21300.0,18,6,2,0,0,0.32331615850866624,Low Engagement,Low Engagement
10,189.0,62700000.0,5,4,12,1,1,0.7458262680577414,High Engagement,High Engagement
15,321.0,289000.0,17,2,3,0,0,0.2773114701643047,Low Engagement,Low Engagement
22,1977.0,180000.0,13,4,11,0,0,0.17103161907912975,Low Engagement,Low Engagement
1,588.0,14200000.0,14,2,2,1,1,0.8231892318415542,High Engagement,High Engagement
26,1850.0,3130000.0,4,0,4,1,0,0.4452539294680375,High Engagement,Low Engagement
27,285.0,6610000.0,22,4,5,1,1,0.659261287114464,High Engagement,High Engagement
28,340.0,230000.0,15,0,10,0,0,0.3353174738328456,Low Engagement,Low Engagement
20,484.0,6950000.0,18,4,11,0,0,0.478742644794815,Low Engagement,Low Engagement
28,1200.0,16700000.0,17,5,1,1,1,0.7350119112471879,High Engagement,High Engagement
15,385.0,331000.0,23,1,2,1,0,0.2889401965848752,High Engagement,Low Engagement
24,594.0,21800000.0,15,4,10,1,1,0.8018149804847303,High Engagement,High Engagement
15,409.0,2740000.0,19,5,11,0,0,0.3925854470021482,Low Engagement,Low Engagement
15,1873.0,472000.0,4,5,10,0,0,0.21655688280110194,Low Engagement,Low Engagement
22,10990.0,120000.0,21,4,1,1,0,0.31680597050355014,High Engagement,Low Engagement
17,251.0,23600000.0,23,0,1,0,1,0.6077833437538148,Low Engagement,High Engagement
27,2458.0,3570000.0,1,4,6,1,1,0.5003159378092992,High Engagement,High Engagement
15,1118.0,4240000.0,15,4,4,1,0,0.4841490882389116,High Engagement,Low Engagement
27,927.0,4330.0,14,0,9,0,0,0.29004673463577,Low Engagement,Low Engagement
24,1023.0,19100000.0,19,2,11,1,1,0.5365907466829781,High Engagement,High Engagement
19,530.0,366000.0,19,2,7,0,0,0.23557361677901242,Low Engagement,Low Engagement
10,3558.0,7500.0,13,1,2,0,0,0.4396447739634521,Low Engagement,Low Engagement
26,1134.0,26900000.0,15,1,6,0,1,0.7662049242323276,Low Engagement,High Engagement
27,3351.0,189000.0,12,2,2,1,0,0.3176423908854247,High Engagement,Low Engagement
26,647.0,2440000.0,14,0,10,1,0,0.4429701696042509,High Engagement,Low Engagement
19,601.0,44700000.0,11,2,7,1,1,0.5919538537461813,High Engagement,High Engagement
23,602.0,912000.0,23,1,2,0,0,0.41845562812924836,Low Engagement,Low Engagement
26,956.0,138000.0,13,5,11,0,0,0.18570866951705547,Low Engagement,Low Engagement
27,748.0,1280000.0,11,1,4,0,0,0.4055009465415539,Low Engagement,Low Engagement
28,384.0,4330000.0,19,1,8,1,0,0.4756707984220848,High Engagement,Low Engagement
20,1252.0,24300000.0,20,3,11,1,1,0.5662944654676156,High Engagement,High Engagement
20,1167.0,3920000.0,10,2,11,0,0,0.31735296583262784,Low Engagement,Low Engagement
27,318.0,22200000.0,15,1,6,1,1,0.7616590902267855,High Engagement,High Engagement
22,566.0,739000.0,14,6,1,1,0,0.42094164306867093,High Engagement,Low Engagement
23,367.0,20600000.0,16,1,10,1,1,0.6719413426508379,High Engagement,High Engagement
27,993.0,5130000.0,20,0,8,0,1,0.5604154600281174,Low Engagement,High Engagement
17,2189.0,159000.0,16,2,12,0,0,0.2751498749428924,Low Engagement,Low Engagement
23,1154.0,2560000.0,20,6,8,0,1,0.5574399086008506,Low Engagement,High Engagement
27,252.0,6610000.0,16,0,12,1,1,0.7312817825008037,High Engagement,High Engagement
17,1890.0,698000.0,21,4,10,0,0,0.32331286472217885,Low Engagement,Low Engagement
26,1254.0,7700000.0,16,1,7,0,1,0.6499177749091981,Low Engagement,High Engagement
26,314.0,2690000.0,12,2,3,1,0,0.4772407762825131,High Engagement,Low Engagement
26,1087.0,4870000.0,14,4,4,1,1,0.6367861904170263,High Engagement,High Engagement
23,686.0,912000.0,20,2,12,1,0,0.3916039988050935,High Engagement,Low Engagement
26,800.0,9770000.0,13,0,7,1,1,0.7663741151109053,High Engagement,High Engagement
22,665.0,7300000.0,16,5,7,0,1,0.7366556219114093,Low Engagement,High Engagement
19,663.0,213000.0,15,5,7,0,0,0.23413520873870292,Low Engagement,Low Engagement
10,1294.0,971000.0,19,4,7,0,0,0.43876197811687717,Low Engagement,Low Engagement
28,901.0,26900000.0,20,2,10,0,1,0.73148287499609,Low Engagement,High Engagement
29,1654.0,3230.0,22,2,8,0,0,0.14476660609584627,Low Engagement,Low Engagement
24,263.0,32200000.0,18,0,10,1,1,0.7849664764438709,High Engagement,High Engagement
25,1044.0,3720000.0,14,0,12,1,0,0.2680668880496288,High Engagement,Low Engagement
1,1272.0,2150000.0,12,6,4,1,1,0.7049124851364845,High Engagement,High Engagement
22,487.0,645000.0,8,4,12,0,0,0.4017118284927336,Low Engagement,Low Engagement
15,1013.0,1300000.0,16,4,5,0,0,0.33308811739774774,Low Engagement,Low Engagement
23,1047.0,2040000.0,21,5,7,1,1,0.5534326339478778,High Engagement,High Engagement
23,966.0,5550000.0,20,6,2,1,1,0.7568672109116704,High Engagement,High Engagement
27,581.0,15300000.0,3,1,8,1,1,0.721848231495073,High Engagement,High Engagement
20,1101.0,502000.0,15,1,1,1,0,0.37146207890256105,High Engagement,Low Engagement
27,490.0,18900.0,12,5,1,0,0,0.3484582919091409,Low Engagement,Low Engagement
2,537.0,362000.0,0,4,7,1,0,0.35827413524790697,High Engagement,Low Engagement
20,893.0,3640000.0,20,6,3,0,0,0.4766162885973407,Low Engagement,Low Engagement
19,794.0,17000.0,23,2,12,0,0,0.1511529519457119,Low Engagement,Low Engagement
10,241.0,477000.0,20,2,1,1,1,0.5306540082460348,High Engagement,High Engagement
15,315.0,300000.0,13,5,10,1,0,0.28551258392053036,High Engagement,Low Engagement
2,1455.0,89200.0,10,4,11,0,0,0.21234524090204276,Low Engagement,Low Engagement
24,728.0,21800000.0,17,5,5,1,1,0.8350712283686669,High Engagement,High Engagement
20,1086.0,6750000.0,4,0,10,0,1,0.5939551232874425,Low Engagement,High Engagement
15,657.0,295000.0,15,5,11,0,0,0.18796506230013257,Low Engagement,Low Engagement
17,38.0,61700000.0,0,3,11,1,1,0.5795985835782991,High Engagement,High Engagement
28,706.0,16600000.0,20,6,2,1,1,0.7787288777616342,High Engagement,High Engagement
15,258.0,634000.0,21,4,5,0,0,0.3302157752579782,Low Engagement,Low Engagement
22,482.0,7400000.0,13,6,9,1,1,0.7053481670444905,High Engagement,High Engagement
27,788.0,534000.0,0,5,11,0,0,0.20827983733983152,Low Engagement,Low Engagement
17,430.0,13800000.0,16,6,10,1,1,0.63899462997862,High Engagement,High Engagement
29,584.0,4110000.0,13,6,11,0,0,0.23212501674273744,Low Engagement,Low Engagement
28,905.0,1210000.0,15,4,10,1,0,0.3650531147525202,High Engagement,Low Engagement
17,2728.0,40400.0,23,4,6,0,0,0.29660852109065106,Low Engagement,Low Engagement
28,707.0,1080000.0,11,1,7,1,0,0.3807314115284316,High Engagement,Low Engagement
27,642.0,15300000.0,0,3,11,1,1,0.5876917821239158,High Engagement,High Engagement
22,321.0,269000.0,16,4,9,1,0,0.3579513062628038,High Engagement,Low Engagement
22,902.0,8320000.0,5,4,9,1,1,0.7264352603143831,High Engagement,High Engagement
26,1232.0,4710000.0,19,4,10,0,1,0.5412099058802436,Low Engagement,High Engagement
23,644.0,1070000.0,14,5,10,0,0,0.4668141314823695,Low Engagement,Low Engagement
20,857.0,35400.0,4,1,4,0,0,0.3479831342101124,Low Engagement,Low Engagement
27,513.0,577000.0,2,6,7,0,0,0.3973071004332329,Low Engagement,Low Engagement
2,741.0,9220000.0,16,0,10,0,1,0.6805224277354037,Low Engagement,High Engagement
20,1940.0,889000.0,18,5,2,1,0,0.3900458660632896,High Engagement,Low Engagement
24,1612.0,80900000.0,13,0,12,1,1,0.6875575083641621,High Engagement,High Engagement
24,543.0,25900000.0,0,5,7,1,1,0.8089485058813959,High Engagement,High Engagement
27,352.0,5730000.0,14,0,6,0,1,0.6680130274772523,Low Engagement,High Engagement
20,874.0,4520000.0,20,2,10,0,0,0.4939463210449826,Low Engagement,Low Engagement
17,622.0,23900000.0,22,4,5,1,1,0.7470393171125769,High Engagement,High Engagement
28,426.0,26900000.0,16,3,7,0,1,0.7181711357159989,Low Engagement,High Engagement
19,8376.0,90700.0,12,3,3,1,0,0.2307130820069455,High Engagement,Low Engagement
27,718.0,961000.0,15,5,7,1,0,0.44415982276742066,High Engagement,Low Engagement
20,900.0,15000000.0,21,3,12,1,1,0.7437970379835819,High Engagement,High Engagement
24,5471.0,81300000.0,13,3,11,1,0,0.3726283190814646,High Engagement,Low Engagement
20,614.0,23700000.0,6,5,7,1,1,0.7624995201074704,High Engagement,High Engagement
26,331.0,104000.0,22,2,9,0,0,0.3498144197202211,Low Engagement,Low Engagement
17,845.0,7830000.0,0,0,10,1,1,0.6197201449906441,High Engagement,High Engagement
23,279.0,5190000.0,8,3,4,0,1,0.6490887158129885,Low Engagement,High Engagement
24,981.0,6610000.0,22,1,10,0,1,0.702270355567113,Low Engagement,High Engagement
23,3475.0,18500000.0,13,6,5,1,1,0.7720443037935195,High Engagement,High Engagement
24,602.0,4020000.0,11,5,5,0,0,0.4559625887065899,Low Engagement,Low Engagement
20,938.0,5700000.0,18,2,11,1,0,0.4627738416461949,High Engagement,Low Engagement
1,954.0,13400000.0,19,6,12,1,1,0.86433480173524,High Engagement,High Engagement
24,723.0,10600000.0,14,6,6,1,1,0.7926764418961648,High Engagement,High Engagement
23,999.0,7690000.0,20,5,7,1,1,0.7653922774677995,High Engagement,High Engagement
10,485.0,613000.0,17,3,1,1,0,0.4801449140673224,High Engagement,Low Engagement
28,604.0,3480000.0,15,3,7,0,0,0.4642907011166961,Low Engagement,Low Engagement
25,456.0,4440000.0,23,4,10,0,0,0.30961513056341233,Low Engagement,Low Engagement
15,4787.0,187000.0,16,5,7,0,0,0.22056340850649495,Low Engagement,Low Engagement
22,5680.0,90800.0,15,3,7,0,0,0.3218610046519038,Low Engagement,Low Engagement
19,299.0,605000.0,23,6,11,0,0,0.2483599417600143,Low Engagement,Low Engagement
27,647.0,16800000.0,20,3,6,1,1,0.7657116333610506,High Engagement,High Engagement
27,8842.0,4040000.0,3,0,5,1,0,0.47842513394684905,High Engagement,Low Engagement
28,651.0,7090000.0,13,1,5,1,1,0.578150386905719,High Engagement,High Engagement
20,19087.0,2590000.0,6,1,12,0,0,0.46133087464542644,Low Engagement,Low Engagement
27,717.0,744000.0,10,0,12,0,0,0.32516624763298746,Low Engagement,Low Engagement
24,5746.0,5070000.0,1,3,11,1,0,0.3419933738031305,High Engagement,Low Engagement
22,1630.0,37900.0,22,4,11,0,0,0.16141083425679048,Low Engagement,Low Engagement
20,1020.0,2400000.0,19,2,4,1,0,0.42911693852771804,High Engagement,Low Engagement
28,1661.0,9940.0,6,5,11,0,0,0.14548520769816206,Low Engagement,Low Engagement
24,783.0,10100000.0,23,3,9,1,1,0.7689826258381726,High Engagement,High Engagement
25,467.0,14600000.0,20,6,11,0,0,0.28691841965993253,Low Engagement,Low Engagement
20,994.0,13900000.0,1,2,9,1,1,0.694329948456598,High Engagement,High Engagement
23,512.0,9100000.0,13,4,9,0,1,0.6963070178267503,Low Engagement,High Engagement
17,41.0,61700000.0,20,1,10,1,1,0.7110708125519413,High Engagement,High Engagement
24,1167.0,21800000.0,14,2,7,1,1,0.7603480990281385,High Engagement,High Engagement
20,1026.0,5260000.0,23,1,11,0,0,0.44790844786327777,Low Engagement,Low Engagement
28,546.0,4060000.0,20,3,12,0,0,0.440903146867597,Low Engagement,Low Engagement
24,2161.0,9900000.0,23,0,9,0,1,0.6365691641668938,Low Engagement,High Engagement
24,1958.0,14900.0,17,3,5,0,0,0.2826155451072219,Low Engagement,Low Engagement
24,781.0,2560000.0,2,4,5,1,1,0.5046752014676605,High Engagement,High Engagement
24,885.0,19400000.0,11,4,11,1,1,0.5481934679139552,High Engagement,High Engagement
28,1254.0,22000000.0,12,2,10,1,1,0.6741987732004472,High Engagement,High Engagement
23,621.0,606000.0,17,0,11,1,0,0.3011970976494167,High Engagement,Low Engagement
15,3179.0,90300.0,9,3,4,0,0,0.22627442732324302,Low Engagement,Low Engagement
17,748.0,23600000.0,19,5,4,0,1,0.6928444053831752,Low Engagement,High Engagement
10,4487.0,212000.0,18,4,2,0,0,0.4224948652203363,Low Engagement,Low Engagement
17,5132.0,15400000.0,11,3,8,1,1,0.5844877691990056,High Engagement,High Engagement
27,2527.0,268000.0,0,3,1,0,0,0.3139500106171532,Low Engagement,Low Engagement
20,940.0,162000.0,17,1,7,0,0,0.3311721878685191,Low Engagement,Low Engagement
29,367.0,995000.0,1,4,6,0,0,0.26672712011198435,Low Engagement,Low Engagement
27,2758.0,5780000.0,21,5,4,0,1,0.6565614795969551,Low Engagement,High Engagement
23,961.0,5530000.0,16,6,6,1,1,0.7538021264008286,High Engagement,High Engagement
27,402.0,1290000.0,1,0,3,0,0,0.42920941097687576,Low Engagement,Low Engagement
20,903.0,459000.0,20,4,8,0,0,0.36461781598673376,Low Engagement,Low Engagement
19,1402.0,17900.0,19,0,3,0,0,0.2038159240665422,Low Engagement,Low Engagement
24,501.0,707000.0,2,5,10,1,0,0.3904118640286712,High Engagement,Low Engagement
27,487.0,305000.0,6,6,7,1,0,0.34473558368496554,High Engagement,Low Engagement
20,970.0,708000.0,9,5,12,0,0,0.36682957804086075,Low Engagement,Low Engagement
2,1498.0,3320000.0,12,3,5,1,0,0.45962349946982567,High Engagement,Low Engagement
10,327.0,92200.0,13,6,9,1,1,0.5182316268199069,High Engagement,High Engagement
22,382.0,149000.0,11,0,8,0,0,0.35153460565536526,Low Engagement,Low Engagement
24,979.0,2560000.0,19,5,4,1,1,0.5021419495059525,High Engagement,High Engagement
24,329.0,4710000.0,6,2,4,1,1,0.6644536084837616,High Engagement,High Engagement
24,251.0,5230.0,5,4,5,0,0,0.3567819459516093,Low Engagement,Low Engagement
19,658.0,2020000.0,18,6,10,0,0,0.35580049016233445,Low Engagement,Low Engagement
27,402.0,45400.0,5,4,12,0,0,0.3352418870825343,Low Engagement,Low Engagement
26,518.0,44700000.0,17,2,10,1,1,0.7417606927556423,High Engagement,High Engagement
26,3065.0,908000.0,20,4,4,0,0,0.36213024508863767,Low Engagement,Low Engagement
17,490.0,13800000.0,15,6,7,1,1,0.6577464512315049,High Engagement,High Engagement
25,426.0,1790000.0,14,6,9,0,0,0.3096586267617475,Low Engagement,Low Engagement
15,1936.0,14200000.0,12,3,4,1,1,0.5699225893678979,High Engagement,High Engagement
17,42.0,61700000.0,21,2,6,1,1,0.7154756480825641,High Engagement,High Engagement
28,849.0,16800000.0,23,0,2,1,1,0.7287788341940477,High Engagement,High Engagement
20,541.0,237000.0,10,4,2,0,0,0.33844254918333383,Low Engagement,Low Engagement
28,1140.0,22000000.0,13,5,3,1,1,0.7539990482203086,High Engagement,High Engagement
17,404.0,14200000.0,22,1,9,0,1,0.5883148249455803,Low Engagement,High Engagement
26,1084.0,324000.0,16,5,11,0,0,0.20063953706323367,Low Engagement,Low Engagement
19,1513.0,747000.0,13,4,8,0,0,0.24712711493530104,Low Engagement,Low Engagement
28,325.0,24700000.0,22,2,10,1,1,0.6976402457987758,High Engagement,High Engagement
20,555.0,15300000.0,18,0,8,1,1,0.7428593818981917,High Engagement,High Engagement
10,2733.0,25100000.0,10,3,8,0,1,0.6754563439373433,Low Engagement,High Engagement
15,2874.0,1880000.0,17,1,5,0,0,0.2819101643200737,Low Engagement,Low Engagement
17,432.0,14200000.0,18,4,5,0,1,0.6084285347748676,Low Engagement,High Engagement
15,287.0,114000.0,17,6,12,0,0,0.3176046176265853,Low Engagement,Low Engagement
28,585.0,4020000.0,15,5,6,1,0,0.4737631149301402,High Engagement,Low Engagement
29,13388.0,751000.0,22,3,7,0,0,0.21793739390130612,Low Engagement,Low Engagement
24,2465.0,4210000.0,15,2,11,1,0,0.33725388412120844,High Engagement,Low Engagement
24,698.0,40100000.0,12,1,8,1,1,0.8000131666044709,High Engagement,High Engagement
23,245.0,3410000.0,22,4,5,0,1,0.5972497632031163,Low Engagement,High Engagement
20,482.0,264000.0,15,2,12,1,0,0.3479662983052562,High Engagement,Low Engagement
17,429.0,5340000.0,17,4,1,1,1,0.5278176178517565,High Engagement,High Engagement
1,680.0,14900000.0,18,0,7,1,1,0.8600897648349632,High Engagement,High Engagement
22,5664.0,437000.0,20,3,10,0,0,0.30232127142837767,Low Engagement,Low Engagement
20,556.0,226000.0,13,0,11,0,0,0.22352116172790298,Low Engagement,Low Engagement
28,859.0,15400000.0,21,3,2,1,1,0.7479347083211167,High Engagement,High Engagement
28,246.0,1210000.0,14,2,4,0,0,0.3550846012730839,Low Engagement,Low Engagement
20,775.0,963000.0,15,4,2,0,0,0.4215592482707623,Low Engagement,Low Engagement
1,408.0,1350000.0,12,6,8,1,1,0.7120420355931084,High Engagement,High Engagement
27,3048.0,6050000.0,20,0,1,0,1,0.6347201786857635,Low Engagement,High Engagement
23,604.0,5530000.0,22,4,8,1,1,0.683457030703258,High Engagement,High Engagement
20,711.0,19600000.0,21,3,7,1,1,0.7524953811833434,High Engagement,High Engagement
20,2550.0,313000.0,19,6,10,0,0,0.28757809837689696,Low Engagement,Low Engagement
17,397.0,14200000.0,23,3,11,0,1,0.5221992747703021,Low Engagement,High Engagement
2,1047.0,1800000.0,12,1,8,0,0,0.4228194016078086,Low Engagement,Low Engagement
24,599.0,10600000.0,21,4,2,1,1,0.7958901279065236,High Engagement,High Engagement
22,2561.0,362000.0,6,3,1,0,0,0.33136996427730664,Low Engagement,Low Engagement
25,1535.0,3130000.0,22,0,11,0,0,0.2398156007663961,Low Engagement,Low Engagement
23,858.0,346000.0,23,4,10,0,0,0.4129932258232447,Low Engagement,Low Engagement
20,728.0,6630000.0,18,5,9,0,1,0.6773530856496891,Low Engagement,High Engagement
27,1183.0,126000.0,11,4,7,0,0,0.32502264613373444,Low Engagement,Low Engagement
17,250.0,3610000.0,17,3,1,0,0,0.4600480047893536,Low Engagement,Low Engagement
10,887.0,121000.0,4,1,6,1,0,0.4508262478530107,High Engagement,Low Engagement
26,291.0,639000.0,19,0,7,0,0,0.37973285979848453,Low Engagement,Low Engagement
24,274.0,135000.0,18,1,5,0,0,0.36827749519405467,Low Engagement,Low Engagement
24,574.0,24900000.0,16,6,3,1,1,0.8602363728324572,High Engagement,High Engagement
28,834.0,22000000.0,11,6,6,1,1,0.7511558295272323,High Engagement,High Engagement
22,737.0,5340000.0,19,3,12,0,1,0.664448150613568,Low Engagement,High Engagement
22,1493.0,92300.0,16,5,11,0,0,0.1593050182794173,Low Engagement,Low Engagement
23,281.0,1830000.0,17,4,3,1,1,0.5787972398539971,High Engagement,High Engagement
10,824.0,3060000.0,4,2,8,0,0,0.436481163133956,Low Engagement,Low Engagement
27,3785.0,4050000.0,2,4,2,0,0,0.49596085928386124,Low Engagement,Low Engagement
28,1495.0,7090000.0,14,3,8,1,1,0.5051902134307001,High Engagement,High Engagement
24,434.0,611000.0,16,6,10,1,0,0.41766764094441405,High Engagement,Low Engagement
17,553.0,5680000.0,2,1,12,1,1,0.5800817606917874,High Engagement,High Engagement
26,328.0,2820000.0,16,3,1,0,0,0.4515839817335519,Low Engagement,Low Engagement
28,702.0,92400.0,18,2,10,0,0,0.3156712467617507,Low Engagement,Low Engagement
22,440.0,315000.0,15,4,5,0,0,0.35357299144243964,Low Engagement,Low Engagement
26,851.0,47400.0,0,6,11,0,0,0.19611490220790814,Low Engagement,Low Engagement
17,2306.0,618000.0,18,3,4,0,0,0.3497594623107907,Low Engagement,Low Engagement
25,1033.0,9260000.0,13,0,4,1,0,0.4259938294372617,High Engagement,Low Engagement
20,1057.0,4840000.0,17,0,4,0,1,0.6032453991159896,Low Engagement,High Engagement
24,517.0,4320000.0,19,3,4,1,1,0.5986305381260215,High Engagement,High Engagement
17,685.0,1090000.0,15,3,6,1,0,0.41737286711283506,High Engagement,Low Engagement
17,309.0,14000000.0,18,2,7,1,1,0.5783586640661659,High Engagement,High Engagement
27,399.0,2300000.0,13,0,2,0,0,0.41302758978955323,Low Engagement,Low Engagement
19,1394.0,80700.0,9,5,4,0,0,0.2421546307727674,Low Engagement,Low Engagement
24,673.0,37100000.0,14,5,9,0,1,0.7408233738149672,Low Engagement,High Engagement
10,225.0,62700000.0,4,4,8,1,1,0.7656593661558561,High Engagement,High Engagement
28,911.0,535000.0,16,3,3,1,0,0.3678399847085741,High Engagement,Low Engagement
24,3574.0,2010000.0,0,2,10,1,0,0.4474878384430347,High Engagement,Low Engagement
27,708.0,1500000.0,13,1,5,0,0,0.40101833184559676,Low Engagement,Low Engagement
20,1153.0,6750000.0,7,4,2,0,1,0.6384584281920624,Low Engagement,High Engagement
20,971.0,4700000.0,16,6,11,0,0,0.40610331911242825,Low Engagement,Low Engagement
26,480.0,14200000.0,1,3,10,1,1,0.7401678918554332,High Engagement,High Engagement
22,1207.0,240000.0,23,2,3,1,0,0.30066201624109967,High Engagement,Low Engagement
27,60.0,97900000.0,7,0,11,0,0,0.39580880816268826,Low Engagement,Low Engagement
20,2231.0,2960000.0,21,2,11,0,0,0.3220882658480709,Low Engagement,Low Engagement
26,438.0,1240000.0,3,0,11,1,0,0.25561328517687754,High Engagement,Low Engagement
20,1151.0,23700000.0,3,4,2,1,1,0.7473796294701369,High Engagement,High Engagement
28,566.0,3690000.0,14,0,3,1,0,0.4383223266447239,High Engagement,Low Engagement
2,605.0,1100000.0,11,0,8,1,0,0.40683111558873347,High Engagement,Low Engagement
23,563.0,20600000.0,17,5,3,1,1,0.7385970986429181,High Engagement,High Engagement
24,1248.0,4800000.0,17,0,12,0,1,0.5707066237464847,Low Engagement,High Engagement
